,Unnamed: 0,Term,Instance,Trans,Annotation
179,179,Trump,Een hele kleine Trump...🤪 https://t.co/e2ZJ40WFkN,A very small Trump...🤪 https://t.co/e2ZJ40WFkN,-1
180,180,Trump,Trump zegt dat hij morgen een grote aankondiging zal doen.,Trump says he will make a big announcement tomorrow.,0
181,181,Trump,@marcelbar8 Die @GideonvMeijeren wil graag DonaldTrumpje spelen.,@marcelbar8 That @GideonvMeijeren would like to play Donald Trump.,-1
182,182,Trump,"#Trump is al niks, maar vergeleken daarmee is Gide… https://t.co/14gvlkDBtQ","#Trump is nothing, but compared to that Gide… https://t.co/14gvlkDBtQ",-1
183,183,Trump,#Trump's big announcement zijn .. #TrumptyDumpty,#Trump's big announcement are .. #TrumptyDumpty,-1
184,184,Trump,"Fascinerend, het tempo waarin allerlei #MAGA-Republikeinen afstand nemen van #Trump.","Fascinating, the pace at which all kinds of #MAGA Republicans are distancing themselves from #Trump.",-1
185,185,Trump,Gaat Donald #Trump morgen opnieuw een gooi naar het presidentschap aankondigen?,Is Donald #Trump going to announce another run for president tomorrow?,0
186,186,Trump,"@roya21042019 Kijk, daarom heb ik mij wat #Trump betreft altijd op de vlakte gehouden terwijl velen hier de loftrom… https://t.co/eqwjcSajd0","@roya21042019 See, that's why I've always kept my cool when it comes to #Trump while many here are praising… https://t.co/eqwjcSajd0",0
187,187,Trump,@vooruit_nu #ConnerRousseau #Versuz #Trump #seksisme #nietmijnregering https://t.co/VFNx0J5HI6,@vooruit_nu #ConnerRousseau #Versuz #Trump #seksisme #nietmijnregering https://t.co/VFNx0J5HI6,-1
188,188,Trump,@roya21042019 #Trump is daar inderdaad geweest...,@roya21042019 #Trump has indeed been there...,0
189,189,Trump,#Trump verdedigde de mensheid… https://t.co/8ZPebVjP1m,#Trump defended humanity… https://t.co/8ZPebVjP1m,1
190,190,Trump,#Trump,#Trump,1
191,191,Trump,Voormalig advocate van Melania #Trump wordt eerste vrouwelijke president van Slovenië https://t.co/nzKOEGKXzI… https://t.co/DxensVeIRq,Former lawyer for Melania #Trump becomes Slovenia's first female president https://t.co/nzKOEGKXzI… https://t.co/DxensVeIRq,0
192,192,Trump,Het dodelijke #Trump en #Poetinvirus leeft niet hier.,The deadly #Trump and #Putinvirus does not live here.,-1
193,193,Trump,(Cartoon van jan. 2021) #GOP #Trump #McConnell #Midterms2022 https://t.co/ASMXZRp2Zw,(Cartoon from Jan. 2021) #GOP #Trump #McConnell #Midterms2022 https://t.co/ASMXZRp2Zw,1
194,194,Trump,#Trump wordt juist #vervolgd vanwege dergelijke uitspraken.,#Trump is #prosecuted precisely because of such statements.,-1
195,195,Trump,@OhOhHengelo @SpaceKwest @NOS De #DemocratsAreEvil weten sinds de overwinning van #Trump als we ons op de swing sta… https://t.co/FDHVD1Hbf3,@OhOhHengelo @SpaceKwest @NOS The #DemocratsAreEvil have known since #Trump's victory as we stand on the swing… https://t.co/FDHVD1Hbf3,0
196,196,Trump,Vanochtend blij vanwege afkalven macht van #Trump.,Happy this morning because of #Trump's waning power.,1
197,197,Trump,Nu in eigen land een Trump imitator van #FvD:,Now a Trump imitator of #FvD in his own country:,-1
198,198,Trump,Hoe lang accepteren we nog deze levensgevaarlijke namaak #Trump.… https://t.co/tnWkKJ7zTW,How long will we continue to accept this deadly counterfeit #Trump.… https://t.co/tnWkKJ7zTW,-1
199,199,Trump,Het gaat niet zo lekker voor #Trump en voor #Poetin.,It's not going so well for #Trump and for #Putin.,-1
200,200,Trump,Het presidentschap van #Trump was het beste wat de #VS is overkomen.,The #Trump presidency was the best thing that happened to the #USA.,1
201,201,Trump,Peiling YouGov naar matchup Trump-DeSantis in Republikeinse voorverkiezingen:,YouGov poll on Trump-DeSantis matchup in Republican primary:,0
202,202,Trump,"Trump 35%, DeSantis 42%.","Trump 35%, DeSantis 42%.",0
203,203,Trump,@bsoenensvrt @torfsrik De Vlaamse #Trump 🤡.... wel iets labieler 😇 https://t.co/PHm7J8ozti https://t.co/Wa0z6WlEQL,@bsoenensvrt @torfsrik The Flemish #Trump 🤡.... a bit more unstable 😇 https://t.co/PHm7J8ozti https://t.co/Wa0z6WlEQL,1
204,204,Trump,Het feit dat u hierover gniffelt: #Trump en #DeSantis doen er toe.,The fact that you're snickering about this: #Trump and #DeSantis matter.,0
205,205,Trump,Dag meneer #Trump!,Bye Mr. #Trump!,0
206,206,Trump,Plotseling is de toekomst van Trump met vraagtekens omgeven' https://t.co/2hHHoJWa9T,"""Suddenly, Trump's Future Is Surrounded With Question Marks"" https://t.co/2hHHoJWa9T",0
207,207,Trump,@CharlesUrbain Als #Trump zich er niet mee had bemoeid hadden de #Republikeinen glansrijk gewonnen.,"@CharlesUrbain If #Trump hadn't interfered, the #Republicans would have won with flying colours.",-1
208,208,Trump,Gaat lekker met Wappie-vrindje Trump.,Going well with Wappie friend Trump.,-1
209,209,Trump,De golf die niet kwam… #redwave #Trump (door: #ChristianAdams) @nrc https://t.co/0lUH02qCyB,The wave that didn't come… #redwave #Trump (by: #ChristianAdams) @nrc https://t.co/0lUH02qCyB,0
210,210,Trump,@Kingart65581165 Tuurlijk gaan #Trump en zijn aanhangers de suggestie verspreiden dat de verkiezingen oneerlijk ver… https://t.co/RjAFaSwOXm,@Kingart65581165 Sure #Trump and his supporters are going to spread the suggestion that the election was unfair… https://t.co/RjAFaSwOXm,0
211,211,Trump,Veel #Trump-gekkies weggevaagd.,Many #Trump crazies wiped out.,-1
212,212,Trump,"""#Trump heeft misschien wel in zijn eentje de #verkiezingen #Midterms2022results weggegeven"" #wnl #wnlopzondag https://t.co/upp3q6zIlk","""#Trump may have single-handedly given away the #election #Midterms2022results"" #wnl #wnlopzondag https://t.co/upp3q6zIlk",0
213,213,Trump,@michaelwicca2 #Trump valt de #B17  aan met een #P63  🤔,@michaelwicca2 #Trump attacks the #B17 with a #P63 🤔,0
214,214,Trump,"@JPvanDijken #Trump deed niet mee, dombo #Trump2024","@JPvanDijken #Trump didn't participate, stupid #Trump2024",0
215,215,Trump,Nederland haar eigen #Trump?!,Netherlands her own #Trump?!,-1
216,216,Trump,#Belgische #socialisten zijn de nieuwe #Trump.,#Belgian #socialists are the new #Trump.,-1
217,217,Trump,"@BiesenWim Bedenk een complot aangaande #Trump, en ik geloof het!!","@BiesenWim Come up with a conspiracy about #Trump, and I believe it!!",0
218,218,Trump,#TrumptyDumpty,#TrumptyDumpty,-1
219,219,Trump,En nu wachten op #Trump die politieke zelfmoord gaat plegen.,And now waiting for #Trump to commit political suicide.,-1
220,220,Trump,#Trump en #Musk zijn gevaarlijke narcisten.,#Trump and #Musk are dangerous narcissists.,-1
221,221,Trump,Met dank aan #verkiezingenontkenner #Trump.,Thanks to #electiondennier #Trump.,-1
222,222,Trump,Balen voor al die Trumpansees in Amerika en Nederland:,Bales for all those Trumpans in America and the Netherlands:,-1
223,223,Trump,Op 1 na zijn alle Trumpistas… https://t.co/AyG1UhE2p5,All but 1 Trumpistas are… https://t.co/AyG1UhE2p5,-1
224,224,Trump,@NOS @fschuurk Best wel een beetje sneu voor #Trump ! 😂🤣😂,@NOS @fschuurk Pretty sad for #Trump! 😂🤣😂,1
225,225,Trump,Als #Trump dat nu… https://t.co/2byjTPT55l,If #Trump does now… https://t.co/2byjTPT55l,0
226,226,Trump,"Ach, het orakel van @ongehoordnedtv is nog niet bijgekomen van de dreun voor zijn idool #Trump en doet aan amateurp… https://t.co/LCBNeOs9pG","Ah, @ongehoordnedtv's oracle hasn't recovered from the blow to his idol #Trump and is doing amateur p… https://t.co/LCBNeOs9pG",0
227,227,Trump,Ook blij als #Trump niet nog eens president word… https://t.co/aUvLs13RlB,Also happy if #Trump doesn't become president again… https://t.co/aUvLs13RlB,-1
228,228,Trump,De herrie van de Trumpshow trok jarenlang alle aandacht.,The noise of the Trump show drew all the attention for years.,-1
229,229,Trump,Laat dit ook het politieke einde zijn van Trump.,Let this also be the political end of Trump.,-1
230,230,Trump,Lijkt er op dat Trump blok aan been Republikeinen is geworden.,Looks like Trump has gone all-out Republicans.,-1
231,231,Trump,Zelfs Donald Trump.”,Even Donald Trump.”,0
232,232,Trump,Ik had #Trump en de #Republikeinen in 2019 nog zo gewaarschuwd…,I warned #Trump and the #Republicans in 2019…,0
233,233,Trump,De macht en kracht van #Trump neemt af.,#Trump's power and strength is diminishing.,0
234,234,Trump,#Senaat #Trump #Biden,#Senate #Trump #Biden,0
235,235,Trump,"Ah, natte scheet #Trump blijkt opnieuw van grote waarde voor de Republieken.","Ah, wet fart #Trump proves again of great value to the Republics.",-1
236,236,Trump,#democats #SenateMajority #Trump #Biden https://t.co/jRKXgpS30W,#democats #SenateMajority #Trump #Biden https://t.co/jRKXgpS30W,0
237,237,Trump,#Trump ... Boeken toe ! https://t.co/trxD8Jm0dv,#Trump ... Books ! https://t.co/trxD8Jm0dv,0
238,238,Trump,Een smadelijke aftocht van #Trump.,An ignominious departure from #Trump.,-1
239,239,Trump,Voor de #Trump-adepten zijn de verkiezingen in de V.S. een groot debacle geworden.,"For the #Trump followers, the US elections are over. become a major disaster.",0
240,240,Trump,Maar aan de andere kant weet ik nog iemand die compleet seniel is en dat is #Trump.,"But on the other hand, I know someone who is completely senile and that's #Trump.",-1
241,241,Trump,"@BergVincentvd @TimeForThorium Ieder versprekinkje van #Trump werd enthousiast en breed uitgemeten in de media, voo… https://t.co/a4R1mK1mqm","@BergVincentvd @TimeForThorium Every slip of #Trump speech was enthusiastically and widely reported in the media, for… https://t.co/a4R1mK1mqm",1
242,242,Trump,Het tijdperk #Trump is voorbij.,The #Trump era is over.,-1
243,243,Trump,@erikmouthaanRTL Ach... ga je nu weer 24/7 azijnzeiken over #Trump?,@erikmouthaanRTL Ah... are you going to rant about #Trump again 24/7?,1
244,244,Trump,Die #RonDeSantis is een niks meer dan een opgeflufte versie van #Trump die net slim genoeg is om naar z'n marketing… https://t.co/LthlZaV1Es,That #RonDeSantis is nothing more than a spiffed up version of #Trump who is just smart enough to go to his marketing… https://t.co/LthlZaV1Es,1
245,245,Trump,#cancel #Trump https://t.co/KeyDX0Vpi0,#cancel #Trump https://t.co/KeyDX0Vpi0,-1
246,246,Trump,https://t.co/tIAEmukhlD #sinterklaasintocht #midterms #Trump Zaterdag 12-11-2022 Vandaag arriveren Sint en zijn Pie… https://t.co/shI2Uq7VU2,https://t.co/tIAEmukhlD #sinterklaasintocht #midterms #Trump Saturday 12-11-2022 Today Saint Nicholas and his Pie… https://t.co/shI2Uq7VU2,0
247,247,Trump,"Dat is 't enige leuke aan #DeSantis, dat hij #Trump dwarszit..","That's the only nice thing about #DeSantis, that he's bothering #Trump..",-1
248,248,Trump,Donald #Trump maakt dinsdag presidentskandidatuur officieel:,Donald #Trump makes official presidential candidacy on Tuesday:,0
249,249,Trump,#Midterms #Democraten #Republikeinen #Trump #Koopmans #Bonten https://t.co/S2GvLHxtDA,#Midterms #Democrats #Republicans #Trump #Koopmans #Bonten https://t.co/S2GvLHxtDA,0
250,250,Trump,#Trump,#Trump,1
251,251,Trump,@erikmouthaanRTL Make #Trump great again...,@erikmouthaanRTL Make #Trump great again...,1
252,252,Trump,#Trump is niet zo van tellen...,#Trump doesn't like counting...,-1
253,253,Trump,Zij is niet de enige die het helemaal gehad heeft met #Trump.,She's not the only one who's had it all with #Trump.,-1
254,254,Trump,Een aansporend tweetje van #Trump is voor @erikmouthaanRTL groter nieuws dan dat ze in sommige staten in Amerika ru… https://t.co/4i1S9GJwBJ,An urging tweet from #Trump is bigger news for @erikmouthaanRTL than they are running in some states in America… https://t.co/4i1S9GJwBJ,0
255,255,Trump,#Trump spant rechtzaak aan om niet te hoeven getuigen voor commissie  #FYI https://t.co/pUcwzrZAm6,#Trump files lawsuit to avoid testifying before committee #FYI https://t.co/pUcwzrZAm6,0
256,256,Trump,#Trump keek uren naar de #bestorming van het #Capitool en negeerde smeekbeden van zijn familieleden om er een einde… https://t.co/BgQHPMY8tH,"#Trump watched the #storming of the #Capitol for hours, ignoring pleas from his relatives to end it… https://t.co/BgQHPMY8tH",-1
257,257,Trump,#ElonMusk en #Trump zijn gewoon uit hetzelfde hout gesneden.,#ElonMusk and #Trump are simply cut from the same cloth.,-1
258,258,Trump,"Er zijn @VVD 'r die zich druk maken om #Trump en de #republikeinen, de tering bende in hun eigen criminele bende ve… https://t.co/w9eVJxycf1","There are @VVD ' r who care about #Trump and the #Republicans, the consumption gang in their own criminal gang ver… https://t.co/w9eVJxycf1",0
259,259,Trump,geen uitspraken van #Trump maar van de socialistische voorzitte… https://t.co/LqTZOhThlb,not statements from #Trump but from the socialist president… https://t.co/LqTZOhThlb,0
260,260,Trump,"We horen nu dat #Trump minder kans zou maken dan #DeSantis , dat de GOP in meer… https://t.co/O3RZq8DI4L","We are now hearing that #Trump would be less likely than #DeSantis , that the GOP in more… https://t.co/O3RZq8DI4L",0
261,261,Trump,"@Zu_Demir Zijn er dan nieuwe debatfiches over #Trump bij #NVA, #ZuhalDemir?","@Zu_Demir Are there any new debate cards about #Trump at #NVA, #ZuhalDemir?",0
262,262,Trump,"Wie wordt de volgende Republikeinse presidents kandidaat bij de verkiezingen van 2024, #Trump of #RonDeSantis… https://t.co/S3MggPLhTx","Who will be the next Republican presidential nominee in the 2024 election, #Trump or #RonDeSantis… https://t.co/S3MggPLhTx",0
263,263,Trump,Trump spant rechtzaak aan om niet te hoeven getuigen voor commissie https://t.co/cFlUo3d1mg via @NUnl wat is het to… https://t.co/O70QTezXKy,Trump files lawsuit not to have to testify in front of committee https://t.co/cFlUo3d1mg via @NUnl what is it to…,0
264,264,Trump,#Trump noemt zijn rivaal #DeSantis een middelmatige gouverneur die het ontbreekt aan loyaliteit.,#Trump calls his rival #DeSantis a mediocre governor who lacks loyalty.,0
265,265,Trump,Trump slaat weer… https://t.co/CSeeukyCW0,Trump strikes again… https://t.co/CSeeukyCW0,0
266,266,Trump,#TikTok omfg..meer dan 2 jaar geleden wilde #Trump TikTok verbieden.,#TikTok omfg..more than 2 years ago #Trump wanted to ban TikTok.,0
267,267,Trump,"Maar ja, Trump is gek toch toch???","But yes, Trump is crazy right??",-1
268,268,Trump,In China.  #Trump waarschuwde hier al meerdere keren voor.,In China. #Trump has already warned about this several times.,1
269,269,Trump,#Trump https://t.co/D5CBl94H9f,#Trump https://t.co/D5CBl94H9f,1
270,270,Trump,"Hahaha, #Trump hat einen Lauf.","Hahaha, #Trump hat a Lauf.",0
271,271,Trump,"Als je vindt dat #RonDeSantis een betere presidentskandidaat zou zijn (voor 2024) dan #Trump, levert je dat gelijk… https://t.co/EAiLvYZZTo","If you think #RonDeSantis would be a better presidential candidate (for 2024) than #Trump, you're right… https://t.co/EAiLvYZZTo",1
272,272,Trump,"Maar ik denk dat @CasMudde zich hier wel vergist, want is #Trump nog een asset, of eerder een liability?","But I think @CasMudde is mistaken here, because is #Trump still an asset, or rather a liability?",-1
273,273,Trump,Mooi gastoptreden v @TijsvandenBrink id🎙#podcast #DezeWeek over #midterms en #Trump.,Nice guest appearance by @TijsvandenBrink id 🎙 #podcast #ThisWeek about #midterms and #Trump.,-1
274,274,Trump,"#Trump gaat los op zijn ""Truth Social"" #Midterms2022 https://t.co/dqKTPtbhjB","#Trump goes wild on his ""Truth Social"" #Midterms2022 https://t.co/dqKTPtbhjB",1
275,275,Trump,#Trump,#Trump,1
276,276,Trump,We kunnen alleen maar hopen dat #Trump wint om onze normen en waarden weer terug te brengen.,We can only hope that #Trump wins to bring back our morals and values.,1
277,277,Trump,Wat laat #Trump zich hier👇 kennen.,What is #Trump showing himself here 👇.,0
278,278,Trump,#Trump op zelfmoordmissie #TrumptyDumpty #Midterms2022  @ElskeKevie25 @Lipsiaan @DrJHAmsterdam @Bijan63 https://t.co/hKyGrsYG0R,#Trump on suicide mission #TrumptyDumpty #Midterms2022 @ElskeKevie25 @Lipsiaan @DrJHAmsterdam @Bijan63 https://t.co/hKyGrsYG0R,-1
279,279,Trump,"@BonVoyage9999 #Trump deed niet mee, Dombo!",@BonVoyage9999 #Trump didn't participate Dumbo!,-1
280,280,Trump,Dat na de bestorming van het Capitool #Trump nog de hand boven het hoofd is gehouden geeft opnieuw aan dat… https://t.co/RQRm51Hm2w,The fact that after the storming of the Capitol #Trump was still held over the head indicates again that… https://t.co/RQRm51Hm2w,0
281,281,Trump,"De constante laffe, nergens op gebaseerde, aanvallen op #Trump door linkse fake nieuws media in samenwerking… https://t.co/53z9tiGNyF","The constant cowardly, baseless, attacks on #Trump by leftist fake news media in collaboration… https://t.co/53z9tiGNyF",1
282,282,Trump,Zitten jullie ook zo ge genieten van de afgang van #Trump?,Are you also enjoying the fall of #Trump so much?,-1
283,283,Trump,"Het is beter dat #Trump doorgaat, dan weten we zeker dat de zelfdestructie van de @GOP over twee jaar een voldongen feit is.","It is better that #Trump continues, then we know for sure that the self-destruction of the @GOP will be a fait accompli in two years time.",-1
284,284,Trump,#Trump die zelfs door Foxnews aan de kant wordt gezet.,#Trump being pushed aside even by Foxnews.,-1
285,285,Trump,Of #Trump liegt hier keihard of hij geeft toe dat hij de uitkomst voor DeSatanist ge-rigged heeft.,Either #Trump is lying flat out here or he admits he rigged the outcome for DeSatanist.,-1
286,286,Trump,Commentaar van #Trump op de #midterms2020.,Commentary from #Trump on the #midterms2020.,0
287,287,Trump,#Trump /#Biden,#Trump /#Biden,0
288,288,Trump,"@BennieVonk @nosnieuws Ben het helemaal met de @NOS eens als dat al opzet is, #Trump is nml de grootste mislukking… https://t.co/1lyYwBXw7W","@BennieVonk @nosnieuws Totally agree with the @NOS if that is intentional at all, #Trump is the biggest failure… https://t.co/1lyYwBXw7W",-1
289,289,Trump,Wat nu als hij #Trump had geheten,What if his name was #Trump,0
290,290,Trump,#Trump laat van zich horen en is boos.,#Trump speaks out and is angry.,0
291,291,Trump,Is #Trump al terug!?,Is #Trump back yet!?,-1
292,292,Trump,"In één week verliezen èn twitter, èn crypto èn Trump.","In one week, and Twitter, and crypto, and Trump lose.",0
293,293,Trump,#Trump https://t.co/5ocy49dQOG,#Trump https://t.co/5ocy49dQOG,1
294,294,Trump,Ze bedoelen daarmee #Trump en aanhang😂😂,They mean #Trump and supporters by that 😂😂,-1
295,295,Trump,Opnieuw #kandidatuur van vileine showmaster en notoire ruziemaker #Trump verdeeld zijn partij steeds verder.,Another #candidacy of villainous showmaster and notorious quarrelsome #Trump is increasingly dividing his party.,0
296,296,Trump,@JanssenKev @WimBerkelaar @nosnieuws Stel je voor #Trump komt terug en er wordt WEER een vredesaccoord afgesproken.… https://t.co/7P3BotLaBI,@JanssenKev @WimBerkelaar @nosnieuws Imagine #Trump comes back and ANOTHER peace deal is agreed.… https://t.co/7P3BotLaBI,0
297,297,Trump,"Het was tot voor kort onvoorstelbaar, maar ik denk dat veel Democraten inmiddels hopen dat #Trump zich volgende wee… https://t.co/HFjF8u0fUI","It was unimaginable until recently, but I think many Democrats are now hoping that #Trump will show up next week… https://t.co/HFjF8u0fUI",0
298,298,Trump,"De 219 overwinningen van #Trump = ""weinig overwinningen om aan te prijzen"" 93% endossement winnend p… https://t.co/pYZ6aP6Wua","#Trump's 219 wins = ""few wins to praise"" 93% endorsement winning p… https://t.co/pYZ6aP6Wua",0
299,299,Trump,Graag dezelfde gasten aan tafel uitnodigen als #Trump straks is herkozen.,Please invite the same guests to the table when #Trump is re-elected.,1
300,300,Trump,@NOS De paradepaardjes van #Trump zijn mank.,@NOS #Trump's showpieces are limping.,-1
301,301,Trump,@MCJHuisman DAt kun je nu wel zeggen maar #Trump was natuurlijk vriendjes met #VladimirPutin.,"@MCJHuisman You can say that now, but #Trump was of course friends with #VladimirPutin.",-1
302,302,Trump,"De #Trump tornado, blijkf een stevig briesje te zijn  Paradepaarden uit Trumps radicale stal deden het slecht in ra… https://t.co/VhTjWYCNpE","The #Trump tornado, proving to be a brisk breeze Paradehorses from Trump's radical stable fared poorly in ra… https://t.co/VhTjWYCNpE",0
303,303,Trump,Vermoedelijk stelt #Trump zich binnenkort opnieuw kandidaat voor de #presidentsverkiezingen in de #VS van #Amerika.,#Trump is likely to run again in the #US presidential election in the #America.,0
304,304,Trump,@podevyns #Trump kan het beste genegeerd worden in belang van de mensheid :-),@podevyns #Trump is best ignored for the sake of humanity :-),0
305,305,Trump,Hopelijk besluit de #gop eindelijk afstand van #Trump te nemen en hem niet langer de partij te laten gijzelen https://t.co/lZaEs4me3l,Hopefully the #gop finally decides to distance himself from #Trump and stop letting him hold the party hostage https://t.co/lZaEs4me3l,-1
306,306,Trump,"Ik ga even lekker een stukje karbonade eten....shit, deze karbonade kop lijkt net een beetje op #Trump.","I'm going to have a nice piece of pork chop.... shit, this pork chop head looks just a bit like #Trump.",-1
307,307,Trump,#DeSantis  en #Trump  hebben wel wat met elkaar gemeen.,#DeSantis and #Trump do have something in common.,0
308,308,Trump,Trump en de tussentijdse Amerikaanse verkiezingen #Midterms2022results  #Trump @Kamakurga… https://t.co/ArjDSnO6sI,Trump and the US midterm elections #Midterms2022results #Trump @Kamakurga… https://t.co/ArjDSnO6sI,0
309,309,Trump,Mike Pence over zijn jaren met Donald #Trump.,Mike Pence on his years with Donald #Trump.,0
310,310,Trump,"Het verbaast mij trouwens oprecht dat de @GOP zelfs nu, nog niet door heeft hoe #Trump… https://t.co/fCtcgIBnVS","By the way, I'm genuinely surprised that even now, the @GOP hasn't figured out how #Trump… https://t.co/fCtcgIBnVS",-1
311,311,Trump,Ik denk dat #Trump vandaag alles kort en klein slaat.,I think #Trump is cutting everything short and small today.,-1
312,312,Trump,"Voorstanders van de ""lock 'em up"" retoriek van #Trump, vinden ""duidelijk signaal dat volk democratie wil… https://t.co/JWlk9GG21K","Proponents of #Trump's ""lock 'em up"" rhetoric find ""clear signal that people want democracy… https://t.co/JWlk9GG21K",0
313,313,Trump,Als het op #Trump aankomt is alles geoorloofd.,"When it comes to #Trump, anything is allowed.",-1
314,314,Trump,"Voormalig president Donald #Trump ""is razend"" en ""kaffert iedereen uit.""","Former President Donald #Trump ""is furious"" and ""bursts everyone.""",0
315,315,Trump,Hoeveel oorlogen is #Trump begonnen?,How many wars has Trump started?,-1
316,316,Trump,De kandidaten die #Trump heeft aanbevolen hebben bijna allemaal gewonnen 219 winst / 19 verlies… https://t.co/pYYK2j6Jcf,The candidates recommended by #Trump have almost all won 219 wins / 19 losses… https://t.co/pYYK2j6Jcf,1
317,317,Trump,️En dat zegt ... #narcist en #ophitser #Trump!,️And that says... #narcissist and #ophiter #Trump!,-1
318,318,Trump,#Trump blijkt geen garantie voor Republikeins succes.,#Trump is no guarantee for Republican success.,0
319,319,Trump,@vrtnws Zoveel schrik van #Trump dat jullie nu al een anti campagne beginnen 😂😂,@vrtnws So scared of #Trump that you are already starting an anti campaign 😂😂,-1
320,320,Trump,#Trump heeft het definitief voor zichzelf verpest.,#Trump has definitely ruined it for himself.,-1
321,321,Trump,"Openlijk winnende partijgenoten chanteren, #Trump-style.","Openly blackmail winning party members, #Trump-style.",0
322,322,Trump,"Ik ga zeker links niet ophemelen, maar #Trump is de slechth… https://t.co/HgJpEu6qa8","I'm certainly not going to praise the left, but #Trump is the bad… https://t.co/HgJpEu6qa8",-1
323,323,Trump,#Trump en zijn partij hebben het dus goed gedaan?,So #Trump and his party have done well?,-1
324,324,Trump,#blijfscherp #leaked #QatarWorldCup2022 #Trump #Rutte4Exit @blckbxnews @abdullahciftcib… https://t.co/V7gf8WnIMB,#staysharp #leaked #QatarWorldCup2022 #Trump #Rutte4Exit @blckbxnews @abdullahciftcib… https://t.co/V7gf8WnIMB,1
325,325,Trump,Ik mag dus aannemen dat de republieken met #Trump gewonnen hebben,So I can assume that the republics won with #Trump,0
326,326,Trump,#Trump era is over 🪦 9.11.22 https://t.co/69sOqh7e6n,#Trump era is over 🪦 9.11.22 https://t.co/69sOqh7e6n,-1
327,327,Trump,"@chrisdeknop Denk niet dat #Trump een aangename mens is, maar de gemiddelde linksmens heeft meer haat in zijn klein… https://t.co/Zj30360tFE",@chrisdeknop Don't think #Trump is a nice person but the average lefty has more hate in his little... https://t.co/Zj30360tFE,0
328,328,Trump,"#Trump is #razend, ook op zijn vrouw:","#Trump is #furious, also at his wife:",0
329,329,Trump,Zijn #midterms slecht nieuws voor Donald #Trump?,Are #midterms bad news for Donald #Trump?,0
330,330,Trump,"""#RonDeSantis is nieuwe held van Republikeinen, maar Trump zal noo… https://t.co/bgD8C2I6EY","""#RonDeSantis is Republicans' new hero, but Trump will never… https://t.co/bgD8C2I6EY",0
331,331,Trump,En #Trump?,And #Trump?,0
332,332,Trump,"Het leedvermaak, lelijkste van alle menselijke reacties, over #Trump illustreert weer maar eens het linkse vermogen… https://t.co/E5IViQzPuj","The gloating, ugliest of all human reactions, about #Trump once again illustrates the left's ability… https://t.co/E5IViQzPuj",0
333,333,Trump,"@bsoenensvrt #DeSantis , Goed, verzoenend Republikeins alternatief voor #Trump, nu nog een democratische vervanger voor de demente #Biden .","@bsoenensvrt #DeSantis , Good, conciliatory Republican alternative to #Trump, now another Democratic replacement for the demented #Biden .",0
334,334,Trump,Aanhangers #Trump werden niet herkozen en deden meer kwaad dan goed voor de Republikei… https://t.co/iKGhk8XxON,#Trump supporters failed to get re-elected and did more harm than good to the Republican… https://t.co/iKGhk8XxON,0
335,335,Trump,En toen werd het steeds roder….🫡. #DeSantis #Trump #nowar,And then it got redder.... 🫡. #DeSantis #Trump #nowar,0
336,336,Trump,#FoxNews heeft nooit Trump gesteund.,#FoxNews has never endorsed Trump.,0
337,337,Trump,#Trump,#Trump,1
338,338,Trump,Want hij wil net zoveel oorlogen buiten de USA starten als #Trump destijds heeft gedaan?,Because he wants to start as many wars outside the USA as #Trump did back then?,-1
339,339,Trump,In de Grote Bekendmaking volgende week door #Trump zal hij hij bekendmaken dat hij een nieuwe toupet heeft met krulletjes.,In the Big Announcement next week by #Trump he will announce that he has a new toupee with curls.,0
340,340,Trump,#Trump2024,#Trump2024,1
341,341,Trump,#Biden verloor lichtjes maar #Trump  is eindelijk gecastreerd.,#Biden lost slightly but #Trump is finally neutered.,-1
342,342,Trump,Is dat de schuld van #Trump ? #Trump2024 #vandaaginside,Is that Trump's fault? #Trump2024 #todayinside,0
343,343,Trump,"‘#Trump zal het wel doen, omdat hij niet zonder die aandacht kan’ 🌑 #Jinek https://t.co/H6sN4yDsHA","""#Trump will do it because he can't live without that attention"" 🌑 #Jinek https://t.co/H6sN4yDsHA",-1
344,344,Trump,#Paternotte : ‘De Amerikanen lijken niet meer op #Trump te wachten’ 🌑 #Jinek https://t.co/mhO5E6zjlV,#Paternotte : 'The Americans don't seem to be waiting for #Trump anymore' 🌑 #Jinek https://t.co/mhO5E6zjlV,0
345,345,Trump,In de geschiedenis zullen #Trump en #fraude voor eeu… https://t.co/HIG5waG0rZ,In history #Trump and #fraud will forever… https://t.co/HIG5waG0rZ,-1
346,346,Trump,Als Trump in een van zijn woedeaanvallen na de uitslagen van de #midterms ontploft en in het creatuur verandert dat… https://t.co/xfHQ6fya2T,If Trump explodes in one of his rages after the #midterms results and turns into the creature that… https://t.co/xfHQ6fya2T,0
347,347,Trump,@WimBerkelaar @nosnieuws Europa zou blij moeten zijn met #Trump hij is anti oorlog en #wef,@WimBerkelaar @nosnieuws Europe should be happy with #Trump he is anti-war and #wef,1
348,348,Trump,Dat zo'n crimineel als #Trump als aanjager vd 'witte huis rellen' de… https://t.co/t8EvA7s0AC,That such a criminal as #Trump as a driver of 'white house riots' the… https://t.co/t8EvA7s0AC,0
349,349,Trump,Trump bracht vrede en rust in de wereld.,Trump brought peace and tranquility to the world.,1
350,350,Trump,"""als #Trump de baas wordt is het gedaan met de wapenleveranties aan Zelensky...""","""If #Trump takes over, the arms deliveries to Zelensky will be over...""",1
