,Unnamed: 0,Term,Instance,Trans,Annotation
142,142,Trump,Un juez federal anula la política fronteriza de la era #Trump conocida como Título 42  https://t.co/0wlwYz1h28,A federal judge strikes down the #Trump-era border policy known as Title 42 https://t.co/0wlwYz1h28,-1
143,143,Trump,Mensaje a #Trump.,Message to #Trump.,-1
144,144,Trump,"Esta ""#Izquierda"" hay que #votar para que no avancen los #Trump?  @sergiodwy @FelipePigna @carlosbardem… https://t.co/naOjhv9PmM","Does this ""#Left"" have to #vote so that the #Trumps do not advance? @sergiodwy @FelipePigna @carlosbardem… https://t.co/naOjhv9PmM",1
145,145,Trump,Donald Trump presentó los documentos para hacer oficial su candidatura para la Casa Blanca en 2024.,Donald Trump presented the documents to make his candidacy for the White House official in 2024.,0
146,146,Trump,Donald #Trump es el primero en lan… https://t.co/eFDfDg3ybC,Donald #Trump is first on lan… https://t.co/eFDfDg3ybC,0
147,147,Trump,Donald Trump ex Presidente de EUA dice que está preparado para lanzarse a la candidatura a las elec… https://t.co/Ml6CAKDqZE,Donald Trump former US President says he is ready to run for election… https://t.co/Ml6CAKDqZE,0
148,148,Trump,#Trump se presentará a las presidenciales.,#Trump will run for president.,0
149,149,Trump,Mejor dicho imposible 👌🏻👌🏻 #Trump #abajoelcomunismo #AbajoLaDictadura #AbajoLaDictaduraComunista #nomasdictadura https://t.co/gLqavVJP00,Rather impossible 👌🏻👌🏻 #Trump #abajoelcomunismo #AbajoLaDictadura #AbajoLaDictaduraComunista #nomasdictadura https://t.co/gLqavVJP00,1
150,150,Trump,"🇲🇽🇺🇸 Donald #Trump dice de #AMLO: ""es un gran caballero, pero socialista"" y así responde Andrés Manuel López Obrado… https://t.co/Tqt7CXAHpx","🇲🇽🇺🇸 Donald #Trump says of #AMLO: ""he is a great gentleman, but a socialist"" and this is how Andrés Manuel López Obrado responds… https://t.co/Tqt7CXAHpx",1
151,151,Trump,Donald Trump presentó los documentos para hacer oficial su candidatura para la Casa Blanca en 2024.,Donald Trump presented the documents to make his candidacy for the White House official in 2024.,0
152,152,Trump,Recuerdo aquel glorioso día cuando el tío #Trump les advirtió a los alemanes que esto pasaría.,I remember that glorious day when Uncle #Trump warned the Germans this would happen.,1
153,153,Trump,"(4/8) Republicano, El argumento #Trump  es que el sistema social no da abasto a los ciudadanos americanos contribuy… https://t.co/bAcgo0oHhd","(4/8) Republican, The #Trump argument is that the social system cannot cope with American citizens contribute… https://t.co/bAcgo0oHhd",-1
154,154,Trump,"Durante la era #Trump , DHS* había puesto más trabas a aquellos inmigrantes que habí… https://t.co/EDodSAlhhi","During the #Trump era, DHS* had put more obstacles to those immigrants who had… https://t.co/EDodSAlhhi",1
155,155,Trump,Ya se había tardado el tío #Trump.,Uncle #Trump had already taken time.,-1
156,156,Trump,🇺🇸 | #Trump decide no ir a declarar a un juicio al que fue citado.,🇺🇸 | #Trump decides not to go to testify at a trial to which he was summoned.,-1
157,157,Trump,Donald Trump anuncia su candidatura presidencial para el 2024.,Donald Trump announces his presidential candidacy for 2024.,0
158,158,Trump,Después de la #Fox también su hija abandona a #Trump 😋 https://t.co/uiRyC8RTjU,"After the #Fox, his daughter also abandons #Trump 😋 https://t.co/uiRyC8RTjU",-1
159,159,Trump,#Trump se volverá a postular para presidente en el 2024.,#Trump will run for president again in 2024.,0
160,160,Trump,"#politica | #AMLO reviró este miércoles en su conferencia de prensa que no sabía lo que había dicho #Trump , pero c… https://t.co/xGH9dxKI4e","#politics | #AMLO reverted this Wednesday in his press conference that he did not know what #Trump had said, but c… https://t.co/xGH9dxKI4e",-1
161,161,Trump,😵‍💫 Mar-a-Lardo #MarALago #GOP #Trump #TrumpAnnouncement #TedCruz #2024Election https://t.co/yicwkpEhXC,😵‍💫 Mar-a-Lardo #MarALago #GOP #Trump #TrumpAnnouncement #TedCruz #2024Election https://t.co/yicwkpEhXC,1
162,162,Trump,Las encuestas sobre intención de voto le son adversas a #Trump.,Voting intention polls are adverse to #Trump.,-1
163,163,Trump,Donald Trump anuncia su candidatura presidencial para el 2024.,Donald Trump announces his presidential candidacy for 2024.,0
164,164,Trump,#Trump entra a la carrera presidencial de #EU https://t.co/1Y9P5WvqYz,#Trump enters the #EU presidential race https://t.co/1Y9P5WvqYz,0
165,165,Trump,#Trump entra a la carrera presidencial de #EU https://t.co/hIxATYEzG4,#Trump enters the #EU presidential race https://t.co/hIxATYEzG4,0
166,166,Trump,Que puede salir mal ? #AIart #AIArtwork #aiartcommunity #Trump #Putin https://t.co/kjo1t08f15,What can go wrong? #AIart #AIArtwork #aiartcommunity #Trump #Putin https://t.co/kjo1t08f15,-1
167,167,Trump,Las políticas públicas comparadas en el periodo pandemico:  #Trump #Orban #Bolsonaro,Public policies compared in the pandemic period: #Trump #Orban #Bolsonaro,-1
168,168,Trump,#EclipseNoticias #EclipseInternacional  📰 #Trump anuncia su campaña presidencial para 2024,#EclipseNoticias #EclipseInternacional 📰 #Trump announces his presidential campaign for 2024,0
169,169,Trump,#EclipseNoticias #EclipseInternacional  📰 #Trump anuncia su campaña presidencial para 2024,#EclipseNoticias #EclipseInternacional 📰 #Trump announces his presidential campaign for 2024,0
170,170,Trump,#Trump se postulará para los próximos comicios electorales #USA.,#Trump will run for the next #USA electoral elections.,0
171,171,Trump,🇺🇸 #Trump quiere ser presidente: anunció su candidatura para 2024 🔻,🇺🇸 #Trump wants to be president: he announced his candidacy for 2024 🔻,0
172,172,Trump,Donald Trump anunció su candidatura presidencial para el 2024.,Donald Trump announced his presidential candidacy for 2024.,0
173,173,Trump,🇺🇸 | La documentación de #Trump para postular su aspiración llegó al Comité Federal de Elecciones… https://t.co/fiMIi0tnNE,🇺🇸 | #Trump's documentation to apply for his aspiration reached the Federal Election Committee… https://t.co/fiMIi0tnNE,-1
174,174,Trump,Los directivos de @datanalisis se quitan la careta y lamentan que #Trump aspire a la presidencia de los EEUU y que… https://t.co/9o93haKn6k,The directors of @datanalisis take off their mask and regret that #Trump aspires to the presidency of the United States and that… https://t.co/9o93haKn6k,-1
175,175,Trump,Alberto Fernández acusó a #Trump de “imponer la lógica del bloqueo” a 🇻🇪Venezuela https://t.co/ybLrhEkMMX https://t.co/Of497y9BMI,"Alberto Fernández accused #Trump of ""imposing the logic of the blockade"" on 🇻🇪Venezuela https://t.co/ybLrhEkMMX https://t.co/Of497y9BMI",-1
176,176,Trump,“Es buena persona y lo respeto”: #AMLO sobre #Trump | #DonaldTrump #Veracruz #Xalapa #FormatoSiete https://t.co/xKs0lBqH4s,"""He is a good person and I respect him"": #AMLO on #Trump | #DonaldTrump #Veracruz #Xalapa #FormatoSiete https://t.co/xKs0lBqH4s",1
177,177,Trump,"#Midterms2022 - No empece a su proyección estupida y charlatana, #Trump logró desviar la atención a hacia su estrep… https://t.co/pKaFjeE3En","#Midterms2022 - I didn't start his stupid and talkative projection, #Trump managed to divert attention to his strup… https://t.co/pKaFjeE3En",-1
178,178,Trump,Donald Trump anunció su candidatura presidencial para el 2024.,Donald Trump announced his presidential candidacy for 2024.,0
179,179,Trump,El mejor video de marketing con #Trump   cuándo aún se dedicaba al área empresarial.,The best marketing video with #Trump when he was still in business.,0
180,180,Trump,🇺🇸 #Trump se presentará a las presidenciales ¿qué hará De Santis?,"🇺🇸 #Trump will run for president, what will De Santis do?",1
181,181,Trump,#EEUU | Donald #Trump oficializó su candidatura a la presidencia de #EEUU para las elecciones de 2024.,#USA | Donald #Trump formalized his candidacy for the #USA presidency for the 2024 elections.,0
182,182,Trump,DeSantis desestima las opiniones de Trump y presume su gran triunfo en las elecciones intermedias.,DeSantis dismisses Trump's views and boasts about his big win in the midterms.,-1
183,183,Trump,#EEUU El expresidente de Estados Unidos Donald #Trump no contará con su hija #Ivanka en el equipo de su campaña par… https://t.co/A9SyOzFZFC,#USA The former president of the United States Donald #Trump will not have his daughter #Ivanka in his campaign team for… https://t.co/A9SyOzFZFC,0
184,184,Trump,¿Podrá #Trump en 2024? https://t.co/wJCzxA3dni,Will #Trump be able to in 2024? https://t.co/wJCzxA3dni,-1
185,185,Trump,"#Trump #AMLO | El presidente dijo que no escuchó el discurso de Trump, pero de igual forma respondió 😐😐 https://t.co/DpxGSsQWps","#Trump #AMLO | The president said he didn't hear Trump's speech, but he responded anyway 😐😐 https://t.co/DpxGSsQWps",-1
186,186,Trump,"Durante una conferencia de prensa en Mar-A-Lago, Donald Trump expresó su deseo de postularse como candidato a la Pr… https://t.co/d5R4jb1xaZ","During a press conference at Mar-A-Lago, Donald Trump expressed his desire to run as a candidate for Pr… https://t.co/d5R4jb1xaZ",0
187,187,Trump,#Trump aseveró “China nos respetaba.,#Trump asserted “China respected us.,1
188,188,Trump,#Trump le agradece éxito a @lopezobrador_.,#Trump thanks @lopezobrador_ for success.,1
189,189,Trump,"El presidente @lopezobrador_ respondió que #Trump es capitalista y no es perfecto, pero que es buena persona y lo r… https://t.co/pieqDGf8No","President @lopezobrador_ responded that #Trump is a capitalist and is not perfect, but that he is a good person and he r… https://t.co/pieqDGf8No",1
190,190,Trump,DeSantis desestima las opiniones de Trump y presume su gran triunfo en las elecciones intermedias.,DeSantis dismisses Trump's views and boasts about his big win in the midterms.,-1
191,191,Trump,¿Quiénes son los rivales de Trump para 2024?  https://t.co/XQU895svnb,Who are Trump's rivals for 2024? https://t.co/XQU895svnb,0
192,192,Trump,#Trump #Trump2024 #GOP,#Trump #Trump2024 #GOP,1
193,193,Trump,5/🧵LA NOVIA DE CHUCKY y la postulación a la presidencia de EEUU de #Trump.,5/🧵CHUCKY'S GIRLFRIEND and #Trump's US presidential nomination.,0
194,194,Trump,@ChumelTorres Con #Trump ya estaríamos a mitad de la guerra,@ChumelTorres With #Trump we would already be in the middle of the war,1
195,195,Trump,Mensaje a #Trump.,Message to #Trump.,-1
196,196,Trump,#Trump #elecciones #PutinCabron,#Trump #elections #PutinCabron,-1
197,197,Trump,"Durante una conferencia de prensa en Mar-A-Lago, Donald Trump expresó su deseo de postularse como candidato a la Pr… https://t.co/gnwqrbKpkV","During a press conference at Mar-A-Lago, Donald Trump expressed his desire to run as a candidate for Pr… https://t.co/gnwqrbKpkV",0
198,198,Trump,"Con la confirmación de que #Trump va de nuevo por la Casa Blanca, y en medio de un cúmulo de… https://t.co/hDGclN5cC7","With the confirmation that #Trump is going to the White House again, and in the midst of a cluster of… https://t.co/hDGclN5cC7",-1
199,199,Trump,Joe Biden se presentará a las elecciones de 2024 para que Donald Trump no llegue a Casa Blanca otra vez.,Joe Biden will run in the 2024 elections so that Donald Trump does not reach the White House again.,-1
200,200,Trump,Ivanka #Trump anuncia que esta vez no se meterá en política https://t.co/4sXE8AUumj,Ivanka #Trump announces that this time she will not get into politics https://t.co/4sXE8AUumj,-1
201,201,Trump,"Candidata de Donald Trump para la gobernación de Arizona, pierde ante la demócrata Katie Hobbs.","Donald Trump's candidate for governor of Arizona, loses to Democrat Katie Hobbs.",-1
202,202,Trump,Mensaje a #Trump.,Message to #Trump.,-1
203,203,Trump,Mensaje a #Trump.,Message to #Trump.,-1
204,204,Trump,#AMLO sobre #Trump…,#AMLO on #Trump...,0
205,205,Trump,"¿Cuál fue la opinión del gobernador de Florida Ron DeSantis, con las críticas de Trump? 🇺🇸 ➡️ Dale clic y revisa lo… https://t.co/ZOPRdVdpH8","What was the opinion of the governor of Florida Ron DeSantis, with the criticisms of Trump? 🇺🇸 ➡️ Click and check what… https://t.co/ZOPRdVdpH8",-1
206,206,Trump,Donald #Trump y Joe #Biden ante la #amenaza #china https://t.co/sixJFbN65y,Donald #Trump and Joe #Biden in the face of the #Chinese #threat https://t.co/sixJFbN65y,0
207,207,Trump,"Donald Trump: ""¿Están listos?","Donald Trump: ""Are you ready?",1
208,208,Trump,A ANDRÉS MANUEL LÓPEZ OBRADOR,,0
209,209,Trump,👉👉👉 Trump anuncia candidatura presidencial para 2024 https://t.co/A0kxq1xQDE #noticiascristianas2022 #eeuu #trump… https://t.co/fCT7VLuYsl,👉👉👉 Trump announces presidential candidacy for 2024 https://t.co/A0kxq1xQDE #noticiascristianas2022 #eeuu #trump… https://t.co/fCT7VLuYsl,1
210,210,Trump,DeSantis desestimó totalmente las opiniones de Trump y aseguró que se ha llevado a cabo «la mayor victoria republic… https://t.co/Ftr6cy23jN,"DeSantis totally dismissed Trump's views, claiming ""the biggest Republican victory ever… https://t.co/Ftr6cy23jN",-1
211,211,Trump,#EEUU | Donald Trump anuncia su candidatura a la Casa Blanca en 2024.,#USA | Donald Trump announces his candidacy for the White House in 2024.,0
212,212,Trump,Donald Trump anuncia su candidatura a elecciones presidenciales en EE.UU.,Donald Trump announces his candidacy for the US presidential elections.,0
213,213,Trump,Donald Trump anuncia su candidatura a elecciones presidenciales en EE.UU.,Donald Trump announces his candidacy for the US presidential elections.,0
214,214,Trump,aunque falta el pran de #Trump @PartidoPSUV #Qatar2022 #GRAMMYs @ccpa_psuv… https://t.co/uulUqqnJRp,although the pran of #Trump is missing @PartidoPSUV #Qatar2022 #GRAMMYs @ccpa_psuv… https://t.co/uulUqqnJRp,1
215,215,Trump,"El gobernador de Florida, Ron DeSantis, desestimó la opinión del expresidente Donald Trump 🇺🇸 ➡️ Si deseas más info… https://t.co/5S8sSn9477",Florida Governor Ron DeSantis dismissed former President Donald Trump's opinion 🇺🇸 ➡️ If you want more info… https://t.co/5S8sSn9477,-1
216,216,Trump,#Internacional #Política 👥👥Donald #Trump se postula para las elecciones presidenciales en 2024.,#International #Politics 👥👥Donald #Trump is running for the presidential election in 2024.,0
217,217,Trump,#Internacional #Política 👥👥Donald #Trump se postula para las elecciones presidenciales en 2024.,#International #Politics 👥👥Donald #Trump is running for the presidential election in 2024.,0
218,218,Trump,#16Nov  #AsiLoDijo #Trump anuncia que competirá de nuevo por la Presidencia de #EEUU  https://t.co/jEV6mJ5Awt https://t.co/Px6SPAQwEh,#16Nov #AsiLoDijo #Trump announces that he will compete again for the #US Presidency https://t.co/jEV6mJ5Awt https://t.co/Px6SPAQwEh,0
219,219,Trump,"Donald Trump: ""¿Están listos?","Donald Trump: ""Are you ready?",1
220,220,Trump,#Internacional | Anuncia #Trump su regreso a la Casa Blanca.,#International | #Trump announces his return to the White House.,0
221,221,Trump,#Internacional | Anuncia #Trump su regreso a la Casa Blanca.,#International | #Trump announces his return to the White House.,0
222,222,Trump,dw_espanol: #Trump lanza oficialmente su carrera hacia la Casa Blanca,dw_espanol: #Trump officially launches his run for the White House,0
223,223,Trump,Mensaje a #Trump.,Message to #Trump.,-1
224,224,Trump,El expresidente estadounidense Donald #Trump anunció oficialmente que competirá por la candidatura del Partido Repu… https://t.co/BNDNEDlIyf,Former US President Donald #Trump officially announced that he will run for the Republican Party nomination… https://t.co/BNDNEDlIyf,-1
225,225,Trump,"“#CasaBlanca tiene un plan para responder a la campaña #presidencial de Trump”: #Biden, presidente de los #EUA, dic… https://t.co/1Adz8xR0ZI","“#CasaBlanca has a plan to respond to Trump's #presidential campaign”: #Biden, president of the #USA, Dec… https://t.co/1Adz8xR0ZI",-1
226,226,Trump,"El NYT abre un ""agujero negro"" en su portal para escribir los sentimientos que provoca la candidatura de #Trump.","The NYT opens a ""black hole"" in its portal to write the feelings that #Trump's candidacy provokes.",-1
227,227,Trump,Donald J. Trump anuncia oficialmente su candidatura presidencial para el 2024.,Donald J. Trump officially announces his 2024 presidential candidacy.,0
228,228,Trump,Competición de #Trump por la candidatura republicana genera divisiones https://t.co/JmXdjS5QtB,#Trump's competition for the Republican nomination generates divisions https://t.co/JmXdjS5QtB,0
229,229,Trump,Donald Trump lanza nueva campaña por la presidencia de EEUU.,Donald Trump launches a new campaign for the US presidency.,0
230,230,Trump,#Trump #EEUU #Noticias https://t.co/Mwp9JfKI2B https://t.co/FExX0Ob6ZY,#Trump #USA #News https://t.co/Mwp9JfKI2B https://t.co/FExX0Ob6ZY,0
231,231,Trump,#Trump lanza oficialmente su carrera hacia la Casa Blanca,#Trump officially launches his run for the White House,0
232,232,Trump,Donald Trump es candidato oficial a las presidenciales de 2024 https://t.co/UYS6VN8Ajv #Trump #EEUU #Elecciones… https://t.co/6rwbyFT3vq,Donald Trump is the official candidate for the 2024 presidential elections https://t.co/UYS6VN8Ajv #Trump #USA #Elections… https://t.co/6rwbyFT3vq,0
233,233,Trump,🇺🇸📢🗳️Anuncia Donald #Trump su tercera candidatura a la #presidencia de #EstadosUnidos #USA #America #elecciones… https://t.co/pPN2YJfLXF,🇺🇸📢🗳️ Donald #Trump announces his third candidacy for the #presidency of the #United States #USA #America #elections… https://t.co/pPN2YJfLXF,0
234,234,Trump,#EEUU | El expresidente estadounidense Donald #Trump anunció oficialmente que competirá por la candidatura del Part… https://t.co/woJkjdaPY7,#USA | Former US President Donald #Trump officially announced that he will compete for the Party's candidacy… https://t.co/woJkjdaPY7,0
235,235,Trump,Donald J. Trump anuncia oficialmente su candidatura presidencial para el 2024.,Donald J. Trump officially announces his 2024 presidential candidacy.,0
236,236,Trump,#EEUU | El expresidente estadounidense Donald #Trump anunció oficialmente que competirá por la candidatura del Part… https://t.co/sc6NQBl3YE,#USA | Former US President Donald #Trump officially announced that he will compete for the Party's candidacy… https://t.co/sc6NQBl3YE,0
237,237,Trump,Trump da el pistoletazo de salida de la carrera por la nominación republicana y anuncia su no… https://t.co/XA1B5mVPF0,Trump kicks off the race for the Republican nomination and announces his no… https://t.co/XA1B5mVPF0,1
238,238,Trump,Confirma #Trump candidatura presidencial para 2024 .,Confirm #Trump presidential candidacy for 2024.,0
239,239,Trump,Este 15 de noviembre Trump entró en su campaña presidencial de… https://t.co/y9qpwaKkHO,This November 15 Trump entered his presidential campaign of… https://t.co/y9qpwaKkHO,0
240,240,Trump,"La postulación de #Trump va en contra de las recomendaciones de los propios republicanos, que le sugerían hacer… https://t.co/vvcHUmfdOt","#Trump's candidacy goes against the recommendations of the Republicans themselves, who suggested he do… https://t.co/vvcHUmfdOt",-1
241,241,Trump,#Trump anuncia su candidatura presidencial para 2024 #trump2024 #campañapolitica #republicanos #latinos #votos… https://t.co/GL7Yy5hTip,#Trump announces his presidential candidacy for 2024 #trump2024 #political campaign #republicans #latinos #votes… https://t.co/GL7Yy5hTip,0
242,242,Trump,#Trump anuncia su candidatura presidencial para 2024 #trump2024 #campañapolitica #republicanos #latinos #votos… https://t.co/v5Bb0Agz71,#Trump announces his presidential candidacy for 2024 #trump2024 #political campaign #republicans #latinos #votes… https://t.co/v5Bb0Agz71,0
243,243,Trump,DeSantis desestimó las recientes declaraciones de Trump sobre su victoria en las elecciones intermedias.,DeSantis dismissed Trump's recent remarks about his victory in the midterm elections.,-1
244,244,Trump,De nuevo #Trump candidato.,Again #Trump candidate.,1
245,245,Trump,Mensaje a #Trump.,Message to #Trump.,-1
246,246,Trump,"Por 3ra ocasión, #DonaldTrump anuncia su candidatura a la Presidencia de #EstadosUnidos para 2024.","For the 3rd time, #DonaldTrump announces his candidacy for the Presidency of the #United States for 2024.",0
247,247,Trump,🇺🇸 - #Trump  https://t.co/Md5itjTVRh,🇺🇸 - #Trump https://t.co/Md5itjTVRh,0
248,248,Trump,DeSantis defiende su postura ante críticas de Trump 🇺🇸 ➡️ Dale clic y revisa los detall… https://t.co/sV7lHAfgJi,DeSantis defends his position against Trump's criticism 🇺🇸 ➡️ Click and review the details… https://t.co/sV7lHAfgJi,-1
249,249,Trump,#Trump impulsa su discurso contra los #migrantes #trump2024 #ultimahora🚨 #BreakingNews #joralda23noticias #fyp… https://t.co/subUAjvpk6,#Trump promotes his speech against #migrants #trump2024 #ultimahora🚨 #BreakingNews #joralda23noticias #fyp… https://t.co/subUAjvpk6,-1
250,250,Trump,"Este martes, el ex presidente Donald #Trump anunció su tercera campaña para conseguir su candidatura presidencial e… https://t.co/N16WcMl19q","This Tuesday, former President Donald #Trump announced his third campaign to win his presidential candidacy and… https://t.co/N16WcMl19q",0
251,251,Trump,#Trump https://t.co/6RnGVXQ9t7,#Trump https://t.co/6RnGVXQ9t7,0
252,252,Trump,Él mismo anuncia que Trump se postulará a Presidente en las elecciones de Estados Unidos y deja un mensaje para que… https://t.co/3DAPHsuOjS,He himself announces that Trump will run for President in the United States elections and leaves a message for… https://t.co/3DAPHsuOjS,-1
253,253,Trump,"-#Trump va de nuevo por la Casa Blanca -#AMLO: ""plan B"" para su reforma electoral -Vota AN c… https://t.co/2QDjo28sR4","-#Trump goes to the White House again -#AMLO: ""plan B"" for his electoral reform -Vote AN c… https://t.co/2QDjo28sR4",-1
254,254,Trump,Trump competirá por la Presidencia en 2024 para “devolver la gloria” a EE.UU.,"Trump will compete for the Presidency in 2024 to ""restore glory"" to the United States.",1
255,255,Trump,#Trump… https://t.co/nzopWFnOaf,#Trump… https://t.co/nzopWFnOaf,0
256,256,Trump,DeSantis desestimó las recientes declaraciones de Trump sobre su victoria en las elecciones intermedias.,DeSantis dismissed Trump's recent remarks about his victory in the midterm elections.,-1
257,257,Trump,🇺🇸 #Trump anuncia su candidatura para las presidenciales de 2022.,🇺🇸 #Trump announces his candidacy for the 2022.,0
258,258,Trump,"Nadie debería de reírse de #Trump, la última vez que lo hicimos ganó la presidencia","No one should laugh at #Trump, the last time we did it he won the presidency",-1
259,259,Trump,🇺🇸 | ¿Qué hará el gobierno de los Estados Unidos con los documentos en Mar-a-Lago que #Trump no quiso devolver?,🇺🇸 | What will the US government do with the documents at Mar-a-Lago that #Trump did not want to return?,-1
260,260,Trump,AMEN #GODITRUST #BIBLEVERSE #MAGA #TRUMP #Trump2024 #WednesdayMotivation #JESUS #PRAY #WednesdayWisdom #wednesday… https://t.co/wOKeP8IEKE,AMEN #GODITRUST #BIBLEVERSE #MAGA #TRUMP #Trump2024 #WednesdayMotivation #JESUS ​​#PRAY #WednesdayWisdom #wednesday… https://t.co/wOKeP8IEKE,1
261,261,Trump,🇺🇸 | ¿Cómo #Trump va a afrontar la derrota de Kari Lake frente a #KatieHobbs?,🇺🇸 | How is #Trump going to deal with Kari Lake's loss to #KatieHobbs?,0
262,262,Trump,Donald Trump buscará igualar un récord casi imposible.,Donald Trump will seek to equal an almost impossible record.,-1
263,263,Trump,DeSantis asegura que los recientes “ataques” del expresidente de Estados Unidos Donald Trump son solo “ruidos”.🇺🇲,"DeSantis says that the recent ""attacks"" by former US President Donald Trump are just ""noise"".🇺🇲",-1
264,264,Trump,Biden cuando se entera de que Trump se presentará a las elecciones #Trump #TrumpAnnouncement https://t.co/8p1PewBnH7,Biden when he finds out that Trump is running #Trump #TrumpAnnouncement https://t.co/8p1PewBnH7,1
265,265,Trump,ESTADOS UNIDOS | Finalmente Donald Trump anunció su candidatura a la presidencia para el 2024  #EstadosUnidos… https://t.co/XSFT7oDepO,UNITED STATES | Finally Donald Trump announced his candidacy for the presidency for 2024 #United States… https://t.co/XSFT7oDepO,1
266,266,Trump,Donald Trump anuncia que irá por la presidencia de EE.UU.,Donald Trump announces that he will run for the US presidency.,0
267,267,Trump,#Trump #EE.UU.,#Trump #USA,0
268,268,Trump,#EUA 🔴⚪️|| @POTUS45 #Trump anunció su candidatura a la presidencia de #EstadosUnidos en 2024 https://t.co/h9tH4txiJI https://t.co/w2KBmsrWMI,#USA 🔴⚪️|| @POTUS45 #Trump announced his candidacy for the #United States presidency in 2024 https://t.co/h9tH4txiJI https://t.co/w2KBmsrWMI,0
269,269,Trump,"Trump competirá por la Presidencia en 2024 para ""devolver la gloria"" a EE.UU.","Trump will compete for the Presidency in 2024 to ""restore glory"" to the United States.",0
270,270,Trump,#ImpactoLatino #Trump #Candidatura… https://t.co/xcC4eRhzv9,#ImpactoLatino #Trump #Candidature… https://t.co/xcC4eRhzv9,-1
271,271,Trump,🚨📢| Trump entra a la carrera presidencial de EU,,0
272,272,Trump,#EstadosUnidos #Trump… https://t.co/47rqvBRXmx,#United States #Trump… https://t.co/47rqvBRXmx,0
273,273,Trump,Trump competirá por la Presidencia en 2024 para “devolver la gloria” a EE.UU.,"Trump will compete for the Presidency in 2024 to ""restore glory"" to the United States.",-1
274,274,Trump,"#EEUU Exmandatario #Trump, presentó ante Comisión Federal de Elecciones, los documentos para registrar oficialmente… https://t.co/pEr6Vtt3tL","#USA Former president #Trump, presented to the Federal Election Commission, the documents to officially register… https://t.co/pEr6Vtt3tL",0
275,275,Trump,#Trump anuncia su candidatura (otra vez).,#Trump announces his candidacy (again).,-1
276,276,Trump,"El expresidente, Donald Trump, apuesta por una nueva candidatura con la que asegura… https://t.co/D7I0QqpTg8","The former president, Donald Trump, is committed to a new candidacy with which he assures… https://t.co/D7I0QqpTg8",1
277,277,Trump,📢📣 #Trump anunciará su #candidatura presidencial 👇 https://t.co/BlJYJw7W9E,📢📣 #Trump will announce his #presidential candidacy 👇 https://t.co/BlJYJw7W9E,0
278,278,Trump,DeSantis asegura que los recientes “ataques” del expresidente de Estados Unidos Donald Trump son solo “ruidos”.🇺🇲,"DeSantis says that the recent ""attacks"" by former US President Donald Trump are just ""noise"".🇺🇲",-1
279,279,Trump,#Trump anunció este martes su candidatura a las elecciones del 2024,#Trump announced this Tuesday his candidacy for the 2024 elections,0
280,280,Trump,El expresidente #Trump anuncia que competirá de nuevo por la presidencia.,Former President #Trump announces that he will compete again for the presidency.,-1
281,281,Trump,Esto dijo al respecto: #Trump2024… https://t.co/4Xs6KfefWn,This he said about it: #Trump2024… https://t.co/4Xs6KfefWn,0
282,282,Trump,dw_espanol: #Trump volverá a competir por la presidencia en 2024,dw_espanol: #Trump will compete for the presidency again in 2024,0
283,283,Trump,"#Republicanos Se abrió la carrera por la nominación republicana, en la que por ahora se pronunció #Trump y se vislu… https://t.co/IdmwnfQXh2","#Republicans The race for the Republican nomination has opened, in which for now #Trump has ruled and it is visible… https://t.co/IdmwnfQXh2",0
284,284,Trump,#Noticias  #Trump anuncia candidatura para 2024 https://t.co/QWR5sQfj8h,#News #Trump announces candidacy for 2024 https://t.co/QWR5sQfj8h,0
285,285,Trump,🇺🇸👤 Sería la tercera ocasión en que #Trump se postula como candidato a la presidencia de EU.,🇺🇸👤 It would be the third time that #Trump has run as a candidate for the US presidency.,-1
286,286,Trump,@RosaVillacastin @NunezFeijoo Ojalá #Feijoo tuviera algo de #Trump,@RosaVillacastin @NunezFeijoo I wish #Feijoo had some #Trump,1
287,287,Trump,Donald Trump presentó su candidatura a las presidenciales de 2024.… https://t.co/NXKWm8qDY3,Donald Trump presented his candidacy for the 2024 presidential elections.… https://t.co/NXKWm8qDY3,0
288,288,Trump,#Trump anuncia su aspiración para la presidencia en 2024 (Video),#Trump announces his aspiration for the presidency in 2024 (Video),0
289,289,Trump,🇺🇸 | #Trump no se presentó en la cita de la Comisión Especial.,🇺🇸 | #Trump did not show up at the Special Commission appointment.,-1
290,290,Trump,🇺🇸 Donald Trump: “Me postulo porque creo que el mundo aún no ha podido ver la verdadera gloria de lo que esta nació… https://t.co/KZxwFtKZoV,🇺🇸 Donald Trump: “I am running because I believe the world has not yet been able to see the true glory of what this was born… https://t.co/KZxwFtKZoV,1
291,291,Trump,“Nancy Pelosi está despedida” …#Trump en modo El Aprendiz  https://t.co/hXBoQ6H2Rt,“Nancy Pelosi is fired” …#Trump in The Apprentice mode https://t.co/hXBoQ6H2Rt,1
292,292,Trump,🇺🇸 Joe Biden reaccionó de manera negativa al anuncio de Donald Trump sobre su candidatura presidencial.,🇺🇸 Joe Biden reacted negatively to Donald Trump's announcement about his presidential candidacy.,-1
293,293,Trump,-#OCDE: #México redujo la brecha de la desigualdad -#Trump va de nuevo por la Casa Blanca  👇 https://t.co/1uJolEAN6t,-#OECD: #Mexico reduced the inequality gap -#Trump goes again for the White House 👇 https://t.co/1uJolEAN6t,-1
294,294,Trump,🔴 #Midterms2022 aguaron anuncio de #Trump?,🔴 #Midterms2022 waited for #Trump's announcement?,1
